,venue_boundaries,venue_highest_runs,venue_boundaries_first_six,venue_avg_wicket,SR,avg,batting_team,bowling_team,BF,runs,_4s,_6s,_30s,_50s,economy,wickets,innings,runs_after_6ovs
415,19,161,16,4,1.204539007,19.99686028,Kochi Tuskers Kerala,Deccan Chargers,1321.875,1592.25,158.375,50.375,79.625,79.625,7.345116279,99,2,29
416,32,231,19,6,1.128517976,25.98127341,Kolkata Knight Riders,Delhi Daredevils,2049,2312.333333,259.6666667,35.33333333,89,89,7.926315789,117.6666667,1,42
417,32,231,19,6,1.401735068,31.58646617,Delhi Daredevils,Kolkata Knight Riders,1998,2800.666667,297.6666667,104,88.66666667,88.66666667,7.949589683,70.25,2,41
418,74,263,40,5,1.347127996,32.91160221,Royal Challengers Bangalore,Pune Warriors,2211,2978.5,263.5,187.5,90.5,90.5,7.96485623,14,1,57
419,74,263,40,5,1.184652278,23.80722892,Pune Warriors,Royal Challengers Bangalore,1112,1317.333333,119.6666667,38.66666667,55.33333333,55.33333333,7.809241706,65,2,42
420,32,205,18,5,1.224954168,26.41627907,Mumbai Indians,Rajasthan Royals,2318.25,2839.75,268.5,95.5,107.5,107.5,7.730263158,51.66666667,1,31
421,32,205,18,5,1.243362832,25.74900398,Rajasthan Royals,Mumbai Indians,1732.666667,2154.333333,228.3333333,74.33333333,83.66666667,83.66666667,7.188324324,100.3333333,2,18
422,19,161,16,4,1.328955676,26.77862595,Delhi Daredevils,Kochi Tuskers Kerala,1979.75,2631,260.5,104.25,98.25,98.25,7.737681673,77,1,34
423,19,161,16,4,1.200666223,23.10512821,Kochi Tuskers Kerala,Delhi Daredevils,1501,1802.2,197.8,52.4,78,78,7.926315789,117.6666667,2,37
424,36,232,19,5,1.291911202,29.43604651,Kings XI Punjab,Kolkata Knight Riders,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.507472385,59.5,1,40
425,36,232,19,5,1.146981627,24.71465296,Kolkata Knight Riders,Kings XI Punjab,2095.5,2403.5,251.75,50.25,97.25,97.25,7.73255814,49,2,45
426,93,246,59,5,1.258283133,28.40226629,Chennai Super Kings,Deccan Chargers,2656,3342,313.6666667,114,117.6666667,117.6666667,7.654231119,65.25,1,34
427,93,246,59,5,1.230400697,28.82653061,Deccan Chargers,Chennai Super Kings,2296,2825,317.5,64.5,98,98,7.226675648,81,2,64
428,32,205,18,5,1.225071633,24.71387283,Pune Warriors,Rajasthan Royals,2326.666667,2850.333333,271,93,115.3333333,115.3333333,7.46529563,50.2,1,49
429,32,205,18,5,1.243362832,25.74900398,Rajasthan Royals,Pune Warriors,1732.666667,2154.333333,228.3333333,74.33333333,83.66666667,83.66666667,7.250974279,29.25,2,34
430,25,189,16,5,1.185559006,25.99148936,Mumbai Indians,Kings XI Punjab,1717.333333,2036,205,55.66666667,78.33333333,78.33333333,7.697274882,51.66666667,1,35
431,25,189,16,5,1.291911202,29.43604651,Kings XI Punjab,Mumbai Indians,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.177981651,120.5,2,24
432,32,231,19,6,1.341526697,27.2132964,Delhi Daredevils,Kochi Tuskers Kerala,1830.75,2456,246.25,97.25,90.25,90.25,7.779865772,55,1,42
433,32,231,19,6,1.204691717,23.30522088,Kochi Tuskers Kerala,Delhi Daredevils,1605.666667,1934.333333,222.3333333,59.66666667,83,83,7.926315789,117.6666667,2,67
434,63,231,38,5,1.150515763,25.87908497,Kolkata Knight Riders,Deccan Chargers,2294.333333,2639.666667,283.6666667,53.66666667,102,102,7.42194504,80,1,41
435,63,231,38,5,1.221585061,26.88673139,Deccan Chargers,Kolkata Knight Riders,1700.25,2077,226.5,48.5,77.25,77.25,7.574715992,60.33333333,2,41
436,93,246,59,5,1.253675709,27.14798206,Rajasthan Royals,Chennai Super Kings,2414.5,3027,323,109,111.5,111.5,7.220215353,105,1,47
437,93,246,59,5,1.258283133,28.40226629,Chennai Super Kings,Rajasthan Royals,2656,3342,313.6666667,114,117.6666667,117.6666667,7.510762332,58,2,43
438,27,187,16,5,1.193309996,26.1106383,Mumbai Indians,Pune Warriors,1714,2045.333333,208.6666667,55,78.33333333,78.33333333,7.863554758,10.66666667,1,49
439,27,187,16,5,1.16011369,23.54807692,Pune Warriors,Mumbai Indians,1055.5,1224.5,118,32.5,52,52,7.283452344,141.5,2,31
440,19,161,16,4,1.199527187,23.27522936,Kochi Tuskers Kerala,Kolkata Knight Riders,1586.25,1902.75,216.75,54.75,81.75,81.75,7.953724605,63,1,35
441,19,161,16,4,1.105734767,23.88387097,Kolkata Knight Riders,Kochi Tuskers Kerala,1674,1851,179.5,51,77.5,77.5,8.019744483,75.75,2,43
442,63,231,38,5,1.216296787,27.30111524,Deccan Chargers,Delhi Daredevils,2012.666667,2448,277,49,89.66666667,89.66666667,7.639112903,71,1,43
443,63,231,38,5,1.271948234,21.71044776,Delhi Daredevils,Deccan Chargers,1429.5,1818.25,184,74.25,83.75,83.75,7.42194504,80,2,29
444,74,263,40,5,1.308293865,32.45355191,Royal Challengers Bangalore,Kings XI Punjab,3026.333333,3959.333333,345.6666667,192.3333333,122,122,7.720702117,60,1,48
445,74,263,40,5,1.266815848,23.82178218,Kings XI Punjab,Royal Challengers Bangalore,1266.166667,1604,168.1666667,52.83333333,67.33333333,67.33333333,7.684210526,69.66666667,2,38
446,36,232,19,5,1.243844235,27.43301435,Chennai Super Kings,Kolkata Knight Riders,2304.75,2866.75,273.75,92.5,104.5,104.5,7.283601709,48.66666667,1,15
447,36,232,19,5,1.150515763,25.87908497,Kolkata Knight Riders,Chennai Super Kings,2294.333333,2639.666667,283.6666667,53.66666667,102,102,7.220215353,105,2,33
448,25,189,16,5,1.193309996,26.1106383,Mumbai Indians,Delhi Daredevils,1714,2045.333333,208.6666667,55,78.33333333,78.33333333,7.799222798,80.66666667,1,50
449,25,189,16,5,1.323752969,26.1030445,Delhi Daredevils,Mumbai Indians,1403.333333,1857.666667,185.5,72.16666667,71.16666667,71.16666667,7.283452344,141.5,2,23
450,30,213,21,5,1.291911202,29.43604651,Kings XI Punjab,Pune Warriors,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.198924731,62,1,34
451,30,213,21,5,1.225071633,24.71387283,Pune Warriors,Kings XI Punjab,2326.666667,2850.333333,271,93,115.3333333,115.3333333,7.704694721,49,2,40
452,74,263,40,5,1.204691717,23.30522088,Kochi Tuskers Kerala,Royal Challengers Bangalore,1605.666667,1934.333333,222.3333333,59.66666667,83,83,7.533498759,61.75,1,49
453,74,263,40,5,1.308293865,32.45355191,Royal Challengers Bangalore,Kochi Tuskers Kerala,3026.333333,3959.333333,345.6666667,192.3333333,122,122,8.007722008,68.75,2,79
454,32,205,18,5,1.186370676,28.19631902,Chennai Super Kings,Rajasthan Royals,1937,2298,222.5,71.5,81.5,81.5,7.564005806,46.75,1,55
455,32,205,18,5,1.222848047,27.51239669,Rajasthan Royals,Chennai Super Kings,2722.333333,3329,354,98,121,121,7.527639356,125.5,2,48
456,30,213,21,5,1.291911202,29.43604651,Kings XI Punjab,Mumbai Indians,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.115064636,153.6666667,1,39
457,30,213,21,5,1.230195064,26.52575107,Mumbai Indians,Kings XI Punjab,2009.6,2472.2,231.8,84.2,93.2,93.2,7.662343787,51.75,2,33
458,63,231,38,5,1.227647569,28.14427861,Deccan Chargers,Pune Warriors,2304,2828.5,318,60,100.5,100.5,7.198924731,62,1,50
459,63,231,38,5,1.192377495,24.03658537,Pune Warriors,Deccan Chargers,1653,1971,179.5,58,82,82,7.36289445,93.33333333,2,52
460,32,205,18,5,1.253675709,27.14798206,Rajasthan Royals,Royal Challengers Bangalore,2414.5,3027,323,109,111.5,111.5,7.648188294,65.66666667,1,43
461,32,205,18,5,1.347127996,32.91160221,Royal Challengers Bangalore,Rajasthan Royals,2211,2978.5,263.5,187.5,90.5,90.5,7.606279168,61,2,66
462,93,246,59,5,1.258283133,28.40226629,Chennai Super Kings,Delhi Daredevils,2656,3342,313.6666667,114,117.6666667,117.6666667,8.122321214,53.75,1,42
463,93,246,59,5,1.301186944,27.84126984,Delhi Daredevils,Chennai Super Kings,1797.333333,2338.666667,217.6666667,93,84,84,7.220215353,105,2,52
464,39,245,21,6,1.230648124,25.0802139,Kochi Tuskers Kerala,Kings XI Punjab,1905.5,2345,246.5,85,93.5,93.5,7.909947644,28.25,1,62
465,39,245,21,6,1.278192253,25.52722063,Kings XI Punjab,Kochi Tuskers Kerala,1742.5,2227.25,237,74,87.25,87.25,7.737681673,77,2,49
466,25,189,16,5,1.200102881,23.33,Deccan Chargers,Mumbai Indians,648,777.6666667,91.33333333,17,33.33333333,33.33333333,7.283452344,141.5,1,32
467,25,189,16,5,1.230195064,26.52575107,Mumbai Indians,Deccan Chargers,2009.6,2472.2,231.8,84.2,93.2,93.2,7.624785592,73,2,26
468,74,263,40,5,1.196383633,23.68265683,Kolkata Knight Riders,Royal Challengers Bangalore,2145.8,2567.2,254,72.4,108.4,108.4,7.648188294,65.66666667,1,33
469,74,263,40,5,1.374989219,32.60327198,Royal Challengers Bangalore,Kolkata Knight Riders,2898.75,3985.75,329.25,201.25,122.25,122.25,8.074090909,72,2,65
470,32,232,20,5,1.291911202,29.43604651,Kings XI Punjab,Delhi Daredevils,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.8312,66,1,43
471,32,232,20,5,1.30804686,28.73839662,Delhi Daredevils,Kings XI Punjab,2603.5,3405.5,315.5,137,118.5,118.5,7.674894958,60,2,42
472,39,245,21,6,1.21254875,26.62720403,Rajasthan Royals,Kochi Tuskers Kerala,1743.6,2114.2,221.6,62.6,79.4,79.4,7.737681673,77,1,32
473,39,245,21,6,1.203608942,23.15544041,Kochi Tuskers Kerala,Rajasthan Royals,1856.5,2234.5,245,65.5,96.5,96.5,7.970642202,15.5,2,87
474,27,187,16,5,1.191192396,24.62686567,Pune Warriors,Deccan Chargers,2077.75,2475,237.5,80.25,100.5,100.5,7.401234568,67.5,1,39
475,27,187,16,5,1.230400697,28.82653061,Deccan Chargers,Pune Warriors,2296,2825,317.5,64.5,98,98,7.213569447,66.25,2,57
476,32,232,20,5,1.291911202,29.43604651,Kings XI Punjab,Royal Challengers Bangalore,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.978921265,24.75,1,30
477,32,232,20,5,1.357040344,31.40221402,Royal Challengers Bangalore,Kings XI Punjab,3135.5,4255,348.25,210,135.5,135.5,7.674894958,60,2,34
478,93,246,59,5,1.258283133,28.40226629,Chennai Super Kings,Kochi Tuskers Kerala,2656,3342,313.6666667,114,117.6666667,117.6666667,7.364379827,76,1,41
479,93,246,59,5,1.208534791,23.3699187,Kochi Tuskers Kerala,Chennai Super Kings,1585.666667,1916.333333,220.3333333,59.66666667,82,82,7.118764846,89.33333333,2,40
480,27,187,16,5,1.132618747,23.63596491,Pune Warriors,Kolkata Knight Riders,1189.5,1347.25,126.25,39.5,57,57,7.486988848,56.75,1,29
481,27,187,16,5,1.160246821,24.33333333,Kolkata Knight Riders,Pune Warriors,1782.666667,2068.333333,226.6666667,34,85,85,7.206918642,64.75,2,44
482,25,189,16,5,1.223417333,25.85064935,Mumbai Indians,Rajasthan Royals,2440.5,2985.75,279.75,101,115.5,115.5,7.72826087,64,1,26
483,25,189,16,5,1.253675709,27.14798206,Rajasthan Royals,Mumbai Indians,2414.5,3027,323,109,111.5,111.5,7.283452344,141.5,2,52
484,32,232,20,5,1.227647569,28.14427861,Deccan Chargers,Kings XI Punjab,2304,2828.5,318,60,100.5,100.5,7.624178712,59.66666667,1,58
485,32,232,20,5,1.278192253,25.52722063,Kings XI Punjab,Deccan Chargers,1742.5,2227.25,237,74,87.25,87.25,7.113948919,66.5,2,45
486,32,231,19,6,1.303758825,28.47083333,Delhi Daredevils,Pune Warriors,1747,2277.666667,210.3333333,91.33333333,80,80,8.40592227,34.33333333,1,33
487,74,263,40,5,1.247959184,26.07170543,Chennai Super Kings,Royal Challengers Bangalore,2156,2690.6,255.8,87,103.2,103.2,7.499610288,73.33333333,1,23
488,74,263,40,5,1.379276896,33.06765328,Royal Challengers Bangalore,Chennai Super Kings,3780,5213.666667,430.6666667,264,157.6666667,157.6666667,6.864085042,105.5,2,44
489,36,232,19,5,1.128956317,24.66285714,Kolkata Knight Riders,Mumbai Indians,1911.5,2158,233.75,36.5,87.5,87.5,7.117897519,98.5,1,46
490,36,232,19,5,1.168289714,18.91133005,Mumbai Indians,Kolkata Knight Riders,1095.333333,1279.666667,143.3333333,32.33333333,67.66666667,67.66666667,7.531464174,64.25,2,54
491,25,189,16,5,1.32880522,31.13533835,Royal Challengers Bangalore,Chennai Super Kings,3116.333333,4141,353.3333333,206.6666667,133,133,7.220215353,105,1,44
492,25,189,16,5,1.243844235,27.43301435,Chennai Super Kings,Royal Challengers Bangalore,2304.75,2866.75,273.75,92.5,104.5,104.5,7.809241706,65,2,25
493,25,189,16,5,1.189917937,23.24427481,Kolkata Knight Riders,Mumbai Indians,1706,2030,204,53.66666667,87.33333333,87.33333333,7.283452344,141.5,1,25
494,25,189,16,5,1.145123658,28.87058824,Mumbai Indians,Kolkata Knight Riders,1071.5,1227,158.5,15.5,42.5,42.5,7.327457627,55.5,2,62
495,93,246,59,5,1.385763001,30.38317757,Royal Challengers Bangalore,Mumbai Indians,2346,3251,275,209,107,107,7.177981651,120.5,1,68
496,93,246,59,5,1.23537927,23.31693989,Mumbai Indians,Royal Challengers Bangalore,1727,2133.5,213.75,72,91.5,91.5,7.801515152,55.5,2,52
497,93,246,59,5,1.186370676,28.19631902,Chennai Super Kings,Royal Challengers Bangalore,1937,2298,222.5,71.5,81.5,81.5,7.738813736,55.5,1,56
498,93,246,59,5,1.369264787,31.1852518,Royal Challengers Bangalore,Chennai Super Kings,3165.75,4334.75,363.75,214.75,139,139,7.220215353,105,2,47
499,93,246,59,5,1.264253684,24.98101266,Chennai Super Kings,Mumbai Indians,2341.5,2960.25,266,106,118.5,118.5,7.143350604,101,1,42
500,93,246,59,5,1.137411765,28.77380952,Mumbai Indians,Chennai Super Kings,1062.5,1208.5,153,16.5,42,42,7.3584242,112.75,2,53
501,36,232,19,5,1.205608241,24.05709625,Kolkata Knight Riders,Delhi Daredevils,2038.666667,2457.833333,247,75,102.1666667,102.1666667,7.896427138,82.2,1,46
502,36,232,19,5,1.36151855,25.04761905,Delhi Daredevils,Kolkata Knight Riders,1738.5,2367,269,90.5,94.5,94.5,7.583465819,44.75,2,48
503,25,189,16,5,1.175220579,24.06361323,Pune Warriors,Mumbai Indians,1609.4,1891.4,178.8,60.6,78.6,78.6,7.171961468,142,1,30
504,25,189,16,5,1.249313252,24.24448529,Mumbai Indians,Pune Warriors,2111.4,2637.8,236.4,93.6,108.8,108.8,7.580618212,45.75,2,27
505,32,205,18,5,1.160585329,27.50900901,Rajasthan Royals,Kings XI Punjab,2631,3053.5,342.5,52,111,111,7.92426134,124,1,57
506,32,205,18,5,1.270491803,25.83333333,Kings XI Punjab,Rajasthan Royals,1128.5,1433.75,156,52.5,55.5,55.5,7.5,45.75,2,45
507,30,206,18,5,1.25380117,26.92237443,Chennai Super Kings,Deccan Chargers,2351.25,2948,275.5,97.75,109.5,109.5,7.390890551,55.75,1,44
508,30,206,18,5,1.205353225,26.07911392,Deccan Chargers,Chennai Super Kings,2279,2747,325.6666667,55,105.3333333,105.3333333,7.220215353,105,2,45
509,74,263,40,5,1.243765707,29.78703704,Royal Challengers Bangalore,Delhi Daredevils,1724.333333,2144.666667,189.6666667,70,72,72,7.92536623,89.25,1,46
510,74,263,40,5,1.297297297,22.21908127,Delhi Daredevils,Royal Challengers Bangalore,1615.666667,2096,219.6666667,86.66666667,94.33333333,94.33333333,7.953548387,95,2,46
511,26,187,17,5,1.189700938,23.9252669,Pune Warriors,Kings XI Punjab,1412.75,1680.75,167.25,57.75,70.25,70.25,7.873405763,72.66666667,1,38
512,26,187,17,5,1.236450718,20.18518519,Kings XI Punjab,Pune Warriors,991.75,1226.25,131.25,42.25,60.75,60.75,7.663769345,70,2,19
513,32,205,18,5,1.147776184,26.33744856,Rajasthan Royals,Kolkata Knight Riders,1858.666667,2133.333333,239,35.66666667,81,81,7.229963009,80.75,1,37
514,32,205,18,5,1.205608241,24.05709625,Kolkata Knight Riders,Rajasthan Royals,2038.666667,2457.833333,247,75,102.1666667,102.1666667,7.906040268,27.66666667,2,27
515,30,206,18,5,1.199160574,24.06793478,Deccan Chargers,Mumbai Indians,1846.5,2214.25,254,46.5,92,92,7.171961468,142,1,45
516,30,206,18,5,1.2446385,24.85128205,Mumbai Indians,Deccan Chargers,1946.75,2423,208.25,94.75,97.5,97.5,7.08543578,59,2,29
517,74,263,40,5,1.139036516,27.00813008,Kolkata Knight Riders,Royal Challengers Bangalore,2916.5,3322,373.5,51.5,123,123,7.73926642,101.5,1,60
518,74,263,40,5,1.344401544,30.86879433,Royal Challengers Bangalore,Kolkata Knight Riders,2590,3482,288.6,168.8,112.8,112.8,7.773840056,69.33333333,2,20
519,32,231,19,6,1.27650988,27.54654655,Chennai Super Kings,Delhi Daredevils,2395.333333,3057.666667,285,100,111,111,7.926315789,117.6666667,1,41
520,32,231,19,6,1.329391042,22.57692308,Delhi Daredevils,Chennai Super Kings,1324.666667,1761,182,75,78,78,7.220215353,105,2,50
521,25,189,16,5,1.255221387,25.04166667,Mumbai Indians,Rajasthan Royals,1596,2003.333333,174.6666667,81.66666667,80,80,7.906040268,27.66666667,1,54
522,25,189,16,5,1.153884712,26.06037736,Rajasthan Royals,Mumbai Indians,1496.25,1726.5,187.75,32.5,66.25,66.25,7.289033457,101,2,44
523,93,246,59,5,1.32880522,31.13533835,Royal Challengers Bangalore,Chennai Super Kings,3116.333333,4141,353.3333333,206.6666667,133,133,7.220215353,105,1,56
524,93,246,59,5,1.212068966,26.89071038,Chennai Super Kings,Royal Challengers Bangalore,2030,2460.5,226,82,91.5,91.5,7.792355961,76.5,2,52
525,30,213,21,5,1.190377238,23.12732919,Pune Warriors,Kings XI Punjab,1251.2,1489.4,142.6,52,64.4,64.4,7.664068799,60.33333333,1,29
526,30,213,21,5,1.291911202,29.43604651,Kings XI Punjab,Pune Warriors,1306.333333,1687.666667,189.6666667,63.33333333,57.33333333,57.33333333,7.87099586,66.75,2,38
527,36,232,19,5,1.160585329,27.50900901,Rajasthan Royals,Kolkata Knight Riders,2631,3053.5,342.5,52,111,111,7.399645333,108.6666667,1,45
528,36,232,19,5,1.131690998,26.1122807,Kolkata Knight Riders,Rajasthan Royals,2192,2480.666667,280,42,95,95,7.431724138,25.33333333,2,36
529,26,187,17,5,1.212068966,26.89071038,Chennai Super Kings,Pune Warriors,2030,2460.5,226,82,91.5,91.5,7.570435667,65,1,43
530,26,187,17,5,1.198757764,24.57677903,Pune Warriors,Chennai Super Kings,1824.666667,2187.333333,220,74.66666667,89,89,7.545722714,116,2,56
531,36,232,19,5,1.263660744,25.13,Kings XI Punjab,Kolkata Knight Riders,1491.5,1884.75,192,66.75,75,75,7.235506623,97,1,26
532,36,232,19,5,1.131517028,24.82880435,Kolkata Knight Riders,Kings XI Punjab,2018.75,2284.25,249,41.5,92,92,7.596923077,50.33333333,2,48
533,74,263,40,5,1.160585329,27.50900901,Rajasthan Royals,Royal Challengers Bangalore,2631,3053.5,342.5,52,111,111,7.952,106.6666667,1,43
534,74,263,40,5,1.32880522,31.13533835,Royal Challengers Bangalore,Rajasthan Royals,3116.333333,4141,353.3333333,206.6666667,133,133,7.685258964,27,2,54
535,25,189,16,5,1.248013154,25.44134078,Mumbai Indians,Delhi Daredevils,1824.5,2277,197,89.25,89.5,89.5,7.581422018,89.33333333,1,23
536,25,189,16,5,1.329391042,22.57692308,Delhi Daredevils,Mumbai Indians,1324.666667,1761,182,75,78,78,7.659187386,65.66666667,2,41
537,32,205,18,5,1.22091801,28.56147541,Deccan Chargers,Rajasthan Royals,2854,3484.5,398,69,122,122,7.685258964,27,1,57
538,32,205,18,5,1.155539773,26.56326531,Rajasthan Royals,Deccan Chargers,1877.333333,2169.333333,236.3333333,40.66666667,81.66666667,81.66666667,7.109589041,47.5,2,62
539,74,263,40,5,1.258266956,24.70616114,Pune Warriors,Royal Challengers Bangalore,2071.5,2606.5,261.5,91,105.5,105.5,7.894979272,76.2,1,58
540,74,263,40,5,1.332463011,28.99621212,Royal Challengers Bangalore,Pune Warriors,1915,2551.666667,230,147.3333333,88,88,7.545895183,98,2,42
541,30,213,21,5,1.269739328,25.65648855,Kings XI Punjab,Kolkata Knight Riders,1323.5,1680.5,184.75,56.75,65.5,65.5,7.24220018,89.66666667,1,45
542,30,213,21,5,1.203627496,26.41137124,Kolkata Knight Riders,Kings XI Punjab,2187,2632.333333,292.6666667,70.66666667,99.66666667,99.66666667,7.742220911,87,2,53
543,93,246,59,5,1.210543338,26.17482517,Chennai Super Kings,Pune Warriors,1546,1871.5,179.5,50.5,71.5,71.5,7.378208232,86.75,1,42
544,93,246,59,5,1.191192396,24.62686567,Pune Warriors,Chennai Super Kings,2077.75,2475,237.5,80.25,100.5,100.5,6.863479547,73,2,53
545,32,231,19,6,1.202621585,25.83421053,Deccan Chargers,Delhi Daredevils,2721,3272.333333,387,62.33333333,126.6666667,126.6666667,7.779301746,63.25,1,50
546,32,231,19,6,1.27564506,22.15300546,Delhi Daredevils,Deccan Chargers,1271.2,1621.6,162.4,62.2,73.2,73.2,7.158844765,57,2,34
547,30,213,21,5,1.23434903,27.33742331,Kings XI Punjab,Royal Challengers Bangalore,902.5,1114,109,39.5,40.75,40.75,8.041078306,110.6666667,1,41
548,30,213,21,5,1.350018031,29.9488,Royal Challengers Bangalore,Kings XI Punjab,2773,3743.6,311.2,181.4,125,125,7.718557608,78.5,2,36
549,32,231,19,6,1.198757764,24.57677903,Pune Warriors,Delhi Daredevils,1824.666667,2187.333333,220,74.66666667,89,89,7.841116751,104.25,1,52
550,32,231,19,6,1.340029042,25.39908257,Delhi Daredevils,Pune Warriors,1377.333333,1845.666667,208.3333333,62,72.66666667,72.66666667,7.644755245,56.75,2,49
551,93,246,59,5,1.16610827,27.10245902,Rajasthan Royals,Chennai Super Kings,1890.333333,2204.333333,239.6666667,42.33333333,81.33333333,81.33333333,7.394140569,101.5,1,41
552,93,246,59,5,1.210543338,26.17482517,Chennai Super Kings,Rajasthan Royals,1546,1871.5,179.5,50.5,71.5,71.5,7.69771529,29,2,45
553,37,231,20,5,1.202621585,25.83421053,Deccan Chargers,Kolkata Knight Riders,2721,3272.333333,387,62.33333333,126.6666667,126.6666667,7.261070111,84.25,1,39
554,37,231,20,5,1.203627496,26.41137124,Kolkata Knight Riders,Deccan Chargers,2187,2632.333333,292.6666667,70.66666667,99.66666667,99.66666667,6.979079498,49.33333333,2,42
555,25,189,16,5,1.127064803,28.30851064,Mumbai Indians,Kings XI Punjab,1180.5,1330.5,160.5,19,47,47,7.739803094,51.75,1,39
556,25,189,16,5,1.184331797,17.99,Kings XI Punjab,Mumbai Indians,759.5,899.5,93,18.5,50,50,7.731519274,95.25,2,48
557,32,205,18,5,1.247262903,27.58490566,Royal Challengers Bangalore,Rajasthan Royals,2344.333333,2924,271,97.66666667,106,106,7.891703057,22.66666667,1,37
558,32,205,18,5,1.160585329,27.50900901,Rajasthan Royals,Royal Challengers Bangalore,2631,3053.5,342.5,52,111,111,7.770154374,101.6666667,2,48
559,26,187,17,5,1.191192396,24.62686567,Pune Warriors,Delhi Daredevils,2077.75,2475,237.5,80.25,100.5,100.5,7.926315789,117.6666667,1,28
560,26,187,17,5,1.340029042,25.39908257,Delhi Daredevils,Pune Warriors,1377.333333,1845.666667,208.3333333,62,72.66666667,72.66666667,7.772727273,50.66666667,2,61
561,30,213,21,5,1.246149375,25.37278107,Kings XI Punjab,Mumbai Indians,1147,1429.333333,151.6666667,38.33333333,56.33333333,56.33333333,7.674835625,50.25,1,44
562,30,213,21,5,1.127064803,28.30851064,Mumbai Indians,Kings XI Punjab,1180.5,1330.5,160.5,19,47,47,7.747980614,57.66666667,2,40
563,26,187,17,5,1.211528222,25.4929972,Deccan Chargers,Pune Warriors,2504,3033.666667,347.3333333,66,119,119,7.433707865,80,1,50
564,26,187,17,5,1.191192396,24.62686567,Pune Warriors,Deccan Chargers,2077.75,2475,237.5,80.25,100.5,100.5,7.856887299,27.75,2,44
565,32,231,19,6,1.346393589,24.92307692,Delhi Daredevils,Mumbai Indians,1684.5,2268,267,73,91,91,7.376456408,104.3333333,1,54
566,32,231,19,6,1.237047263,25.09555189,Mumbai Indians,Delhi Daredevils,2462.8,3046.6,292.8,97.2,121.4,121.4,7.841116751,104.25,2,49
567,36,232,19,5,1.220178756,27.30384615,Kolkata Knight Riders,Royal Challengers Bangalore,2909,3549.5,392.5,94.5,130,130,7.773998903,79.75,1,46
568,36,232,19,5,1.336741449,30.69763514,Royal Challengers Bangalore,Kolkata Knight Riders,2719,3634.6,306.6,172.8,118.4,118.4,7.254569773,81.5,2,35
569,93,246,59,5,1.258113436,26.08805031,Kings XI Punjab,Chennai Super Kings,1648.5,2074,219.5,57.5,79.5,79.5,7.3600377,83.5,1,43
570,93,246,59,5,1.27650988,27.54654655,Chennai Super Kings,Kings XI Punjab,2395.333333,3057.666667,285,100,111,111,7.763504892,47,2,48
571,32,231,19,6,1.314480546,24.09558824,Delhi Daredevils,Rajasthan Royals,1246.5,1638.5,172.75,58,68,68,8.131961259,24.75,1,42
572,32,231,19,6,1.160585329,27.50900901,Rajasthan Royals,Delhi Daredevils,2631,3053.5,342.5,52,111,111,7.841116751,104.25,2,40
573,25,189,16,5,1.200409596,25.72413793,Deccan Chargers,Mumbai Indians,2278.666667,2735.333333,324,53.33333333,106.3333333,106.3333333,7.23567668,141.75,1,38
574,25,189,16,5,1.238464021,25.25,Mumbai Indians,Deccan Chargers,2324.25,2878.5,286,88.5,114,114,7.158844765,57,2,31
575,93,246,59,5,1.272324472,26.22716628,Chennai Super Kings,Kolkata Knight Riders,2200.5,2799.75,253.75,96.25,106.75,106.75,7.062489358,74.75,1,43
576,93,246,59,5,1.173730902,26.83380282,Kolkata Knight Riders,Chennai Super Kings,2705.333333,3175.333333,346.6666667,77.66666667,118.3333333,118.3333333,7.368908771,108.6666667,2,37
577,32,205,18,5,1.160585329,27.50900901,Rajasthan Royals,Delhi Daredevils,2631,3053.5,342.5,52,111,111,7.841116751,104.25,1,56
578,32,205,18,5,1.340029042,25.39908257,Delhi Daredevils,Rajasthan Royals,1377.333333,1845.666667,208.3333333,62,72.66666667,72.66666667,7.887111947,44.25,2,61
579,37,231,20,5,1.206441512,25.38352941,Deccan Chargers,Pune Warriors,2235.5,2697,309.25,56.25,106.25,106.25,7.407552547,84.25,1,33
580,37,231,20,5,1.121922626,24.2893401,Pune Warriors,Deccan Chargers,1421.666667,1595,146.3333333,46.33333333,65.66666667,65.66666667,7.032221911,44.5,2,48
581,74,263,40,5,1.32880522,31.13533835,Royal Challengers Bangalore,Kings XI Punjab,3116.333333,4141,353.3333333,206.6666667,133,133,7.679607109,69.66666667,1,33
582,74,263,40,5,1.246149375,25.37278107,Kings XI Punjab,Royal Challengers Bangalore,1147,1429.333333,151.6666667,38.33333333,56.33333333,56.33333333,7.953548387,95,2,53
583,26,187,17,5,1.127064803,28.30851064,Mumbai Indians,Pune Warriors,1180.5,1330.5,160.5,19,47,47,7.470242469,91.8,1,42
584,26,187,17,5,1.25259434,24.47465438,Pune Warriors,Mumbai Indians,1413.333333,1770.333333,178.3333333,60.66666667,72.33333333,72.33333333,7.115064636,153.6666667,2,37
